Text,Label,task_1
Ground pe kya Kara rahe the @ICC @cricketworldcup @BCCI #DhoniKeepsTheGlove https://t.co/Yeghbmkx1g,1,HOF
She never knew that she had been a #murderer. The Murder: A Gripping Thriller on Domestic Violence (Woman in Chains Book 1)... https://t.co/3nSURB68D3 via @amazon,0,NOT
"@paronlulu Seriously we #Resistors need to hijack these rallies- buy up the tickets, go in with MAGA gear on and strip it off in unison with blue  #FuckTrump gear on underneath.",1,HOF
"this is not the time to be silent, this is the time to make use of that foul mouth, i want all the expletives he can muster, I want the dirty finger because #China deserves it. #Duterte #Is #Such #a #Dickhead #When #it #comes #to #China",1,HOF
@Lilsuzy1962 And actually #FuckTrump impressed me also. ðŸ‘ðŸ‘ðŸ‘,1,HOF
@zainabsikander Perfectly said.... 100% agreed to Gavaskar Sir.   Media has habit to sansitize every pity things just for #TRP    #DhoniKeepsTheGlove @aajtak  @sardanarohit,1,HOF
Yay!  #JohnMcCainDay   #FuckTrump   #JohnMcCainDay   #JohnMcCainDay   #FuckTrump   #TrumpMustResign   #JohnMcCainDay   #JohnMcCainDay   #ImpeachTrumpNow   #FuckTrump   #JohnMcCainDay #JohnMcCainDay   #ImpeachTrumpNow   #ImpeachTrumpNow   #JohnMcCainDay   #JohnMcCainDay   #JohnMcCainDay   Oh yeah!,1,HOF
".@drharshvardhan, union minister of health writes to all CMs- Calls for strict action against any person who assaults doctors. #violenceAgainstdoctors  #Savethedoctors #DoctorsFightBack",1,HOF
@ICC @ICCMediaComms @cricketworldcup   @msdhoni donâ€™t violate your rules then why u r showing your double standards ?? #DhoniKeepsTheGlove https://t.co/wc8Bfyah0g,1,HOF
And this guy is a longtime GOP strategist. Those of us who already thought republicans were a bunch of shit for brains before Trumpelstilskin are much more pissed about the fuckeey going on in DC... #FuckTheGOP #FuckTrump https://t.co/YSmoniTtaz,1,HOF
@nobodybutme888 @joncoopertweets @realDonaldTrump I saw a story on this and it was proven that he 'donates' his check 2 one of(his own)charities.That charity then divides up the money in which it is funneled right back2 @realDonaldTrump.You really think this greedySOB would give away his money??? #FuckTrump #GetTheFuckOffMyPlane,0,NOT
@RWPUSA @AlanDersh Alan raped young girls!  Itâ€™s time the truth comes out!  He has lost it!  #AmericaisLosing #rapist #howare13yearolds #disgustingoldman,1,HOF
This is a VILE and REPULSIVE woman ðŸ¤¬ Killing an endangered or threatened species is SICK and I feel she deserves whatever bad karma may come her way. Only trash does this then gloats over it. #disgusting #murderer #noheart #SaveEndangeredAnimals #StopExoticHunting https://t.co/WQklnF0RMZ,1,HOF
GUILTY AS HELLðŸ˜¡  #murderer https://t.co/4lGG2cU9uh,1,HOF
"In Alabama, it's traditional for sheriffs who lose their elections to steal and waste money, destroy public property #Resist #ResistTrump #FuckTrump https://t.co/uVjt7hCiaA",1,HOF
Detroit police are looking for a possible serial killer and rapist targeting sex workers #rapist #and #targeting https://t.co/R7dlATGqBL https://t.co/GtSice8GiN,1,HOF
Remember when we had a REAL President in the White House? Ah those were the days. #maga #FOXNews @GOP @RealDonaldtRUMP #FuckTrump https://t.co/nvafKIA2iY via @YouTube,1,HOF
There seems to be very little chance of avoiding the absence(s) of Johnson this morning.  #BorisJohnsonShouldNotBePM   https://t.co/ZVQ5vD6sri,1,HOF
"Truly Sickening, I'll never forget the images of Nicole and Ron's bodies, this horrifies me that people will follow a #MURDERER. https://t.co/ItSoxoM4SY",1,HOF
Why do we have to have such a #douchebag #criminal as President? @realDonaldTrump @WhiteHouse @FLOTUS https://t.co/kgiZeLftTJ,1,HOF
3.5 lakh doctors to participate in nationwide strike on 17th june... this is not good. #DoctorsProtest #DoctorsStrike #DoctorsFightBack https://t.co/StwumF2QmX,1,HOF
A war hero and a war zero #fucktrump  #JohnMcCainDay,1,HOF
"@realDonaldTrump Hey Genius,a term is 4 years not 6 and we'll celebrate when your gone.Most likely escorted out in handcuffs!#DerangedDonald #PresidentPerv #WorstPresidentEver #Democracy #VoteBlue #AnyoneButTrump #TrumpisATraitor #WannaBeDictator #LockHimUp #Impeach",1,HOF
@washingtonpost #Rapist should only have incarceration rights. https://t.co/3H36LE2veh,1,HOF
"@Emolclause @H_Town_74 @AOC @cspan Hummm  #tRUmp would like that. We can pull that trigger when #Rethuglicans arenâ€™t in a position to use it against us, with terrible results btw.   Hold that thought a bit longer, besides #DickHead could possibly win another term before being removed from office.",1,HOF
@TomiLahren @realDonaldTrump We know he loves molesting it. #TrumpIsATraitor #TrumpIsATraitor #JohnMcCainDayJune14th,1,HOF
Concentrate in covering grounds not on hand!!  #ShameOnICC #dhonikeeptheglove #CWC19,1,HOF
@guyverhofstadt Try not to forget that this #dickhead does not speak for the majority of the people in this country Guy. ðŸ‡ªðŸ‡º,1,HOF
"@ReporterLaurenB Wow, why not teach people how to PREVENT unwanted pregnancy instead of murdering the unborn? ðŸ™„ If you decide your 2 yr old child is a burden, do you just say its ok to 'get rid' of them? #AbortionIsMurder #Murderer",1,HOF
I will take a retirement if @ICC not allowed @msdhoni with army gloves @BCCI. I Never watch any cricket match in my whole life.    FUCK YOU @ICC anything not bigger then my country self respect  #IndiaWithDhoni #DhoniKeepTheGlove #BalidaanBadge #DhoniKeSaathDesh #DhoniKeepsTheGlove,1,HOF
&lt;heavy sigh&gt;    #fucktrump https://t.co/Nurg1zFIBo,1,HOF
@theJeremyVine The most diplomatic way of saying someone is a liar.... 'issues telling the truth'. #PrimeMinister #Liar #Racist #BorisJohnsonShouldNotBePM,1,HOF
"#FlagDayðŸ‡ºðŸ‡¸ #ArmyBirthday #JohnMcCainDay #HappyJohnMcCainDay   I did not always agree with John McCain's policies, but I respected him. I believe he had the country's best interests at heart. Not President Pinocchio, @realDonaldTrump who only looks out for himself. #TrumpIsATraitor",1,HOF
@pmanley82 @HMRCgovuk Let's RoooooAAaaR! #LoanChargeSuicides  #TigerBoy #Philbert #Murderer https://t.co/ynxH81lNSE,1,HOF
After listening to the @ReillyRick interview on @PardonMyTake I love you Rick #FuckTrump,1,HOF
ICC full form  Islamic cricket council   #DhoniKeepsTheGlove   @BCCI   @ICC   @msdhoni   @imVkohli   @cricketworldcup   @cricketaakash,1,HOF
"#IndiaWithDhoni  England: Indian Cricket team met India's High Commissioner to the UK, Ruchi Ghanashyam at her residence in London, today. #ICCCricketWorldCup2019  #DhoniKeepsTheGlove https://t.co/ktawvmZ59o",1,HOF
"@TheRealOJ32 Happy Fatherâ€™s Day especially to the father who buried the daughter you murdered, and the father who buried the son you murdered. Just go away you scumbag. #Murderer",1,HOF
@realDonaldTrump @SecPompeo   You liars are trying to start a war  #TrumpIsATraitor #Trump https://t.co/ULSJAuqJBw,1,HOF
@ICC what would you say about this?? So f**k o** with you comment on @msdhoni glove.  #DhoniKeepsTheGlove @BCCI https://t.co/A9nlIbWMWo,1,HOF
Kenneth Clarke: â€˜If thereâ€™s no other way youâ€™ve got to bring the government downâ€™  The Tory veteran talksÂ of his dismay at the â€˜fantasiesâ€™ of the leadership race and his fears if Boris Johnson becomes PM https://t.co/A3R8X9LxeN  #BorisJohnsonShouldNotBePM   #SummerOfResistance,1,HOF
Read that second paragraph.  The Pentagon and intelligence officials do not trust the POTUS  #TrumpIsATraitor  #TrumpIsTheEnemyOfThePeople https://t.co/JIM7A4SpZl,1,HOF
"'I got a little getting even to do'. @therealoj32 gotta ask, is that what you said that night 25 years ago? #OJSimpson #murderer #NicoleBrownSimpson #RonGoldman https://t.co/Fn8aQzqoJK",1,HOF
@LindseyGrahamSC @realDonaldTrump Of course he'll shoot his age! He cheats. #DerangedDonald #TrumpisaCrook #TrumpisaTraitor #TrumpHatesAmerica,1,HOF
@ColinKahl #Douchebag says what!?,1,HOF
House has to have guts to go after Trump #Resist #ResistTrump #FuckTrump https://t.co/dPdi4djMLc,1,HOF
"One witch down, so many to go.    #ImpeachTrumpNow  #RESIST  #ImpeachDonaldTrump  #GOPComplicitTraitors  #GOPWarOnWomen  #TraitorTrump  #ImpeachTheMF  #FuckTrump  #SarahSandersSucks https://t.co/o1N9AlCZJw",1,HOF
"Farishta, Jamna, Their religions are different but their fates r similar. let's completely detach rape from Hindu Muslim communalism. Rape is rape, let's look into this menace as a social evil. The country must unite to demand capital punishment for #Rapist.  #Justiceforjamna https://t.co/M714nAg08r",1,HOF
Nothing will ever make this not true.   #fucktrump #TrumpAddress #trumpsucks #potato #asshole #LiarInChief #liartrump #LIARLIARLIAR #buttholelips #NoWall #illustration https://t.co/p07YJXcyGF,1,HOF
Hope you go shopping for covers this weekend @ICC    #ShameOnICC #CWC19 https://t.co/D5uctfo3yW,1,HOF
"America is now in the unthinkable position that @POTUS is a     #NationalSecurityThreat     ðŸ‡ºðŸ‡¸ðŸ†˜ðŸ‡ºðŸ‡¸ðŸ†˜ðŸ‡ºðŸ‡¸ðŸ†˜ðŸ‡ºðŸ‡¸ðŸ†˜ðŸ‡ºðŸ‡¸  WHERE ARE YOU, @SenateGOP â‰ï¸     #TrumpCriminalInvestigations   #TrumpIsATraitor   #TrumpRussia     https://t.co/Cn30XHATIF",1,HOF
#BorisJohnsonShouldNotBePM but there's just no point discussing it. Save your eyes &amp; ears. It's not our choice. This isn't democracy. We have more say over who wins Eurovision. Keep singing &amp; dancing until the Gestapo knock the door.,1,HOF
Waiting for the sisters. With pixie vibes I feel ðŸ§šâœ¨  #selfie #dickhead #saturday #pixie #vibes #playingapixiesoonainti #actor #sisters #redlipstick #blondeambition https://t.co/6JyOpJOVz2,1,HOF
Johnson  'He is Wodehouseâ€™s style without Wodehouseâ€™s plot; the well-polished novel without a theme.'  #borisjohnson    #BorisJohnsonShouldNotBePM https://t.co/LAwTi0xHZg,1,HOF
#DoctorsFightBack   #DoctorsProtest     NOW THE  BLOOD  IS  ON  DOCTOR'S  HAND https://t.co/u4nwVzc8Cw,1,HOF
"@TheRealOJ32 Repent, you devil. #MURDERER",1,HOF
'England's rainy weather is putting a damper on cricket fans' moods â˜”ï¸'  #ShameOnICC  #CWC19  https://t.co/qWugztWetW,1,HOF
@realTuckFrumper Does it matter at the bottom of the barrel?  #TrumpIsATraitor,1,HOF
#TrumpsAnInternationalDisgrace #TrumpIsATraitor #TrumpIsADisgrace #TrumpIsAFraud #TrumpIsAMonster #TrumpIsIiar  #TrumpIsANationalSecurityThreat     And as always #TrumpIsAMoron https://t.co/ENzOC3omNx,1,HOF
#Congress is investigating #KellyanneConway for breaking the law over and over again #LockHerUp #TrumpIsATraitor #VoteBlue2020  https://t.co/PsbEWLV2yF,1,HOF
A billion Cricket fans waited four years to watch how it fucking rains in England #ShameOnICC,1,HOF
"@iamcardib acts like such a badass then goes around reporting tweets as hate speech when they call her out for being exactly what she claims sheâ€™s so proud of. Youâ€™re weak, knock it off. #rapist",1,HOF
"They are not human n they have no right to live in our society, u know wht, it boils d single drop of blood whn u hear rape of 2 year, 3 year , 5 year , 8 year old kids ...ðŸ˜”ðŸ˜£  #KathuaRapeVerdict   #twincle  #rapist  #justice  #hangRapist  ðŸ˜£ðŸ˜ðŸ˜”",1,HOF
"@noulakaraszi 20 years ago while, as I was a #crime #ReportersProject, I was waiting to collect information about a #murderer",1,HOF
Mamta govt. Should apologize to doctors .. everyone should respect them.. this is most prestigious job .. they work very hard to serve the people .. their safety is must #IAmWithDoctors     #DoctorsFightBack #DoctorsProtest  #Savethedoctors #SaveBengal,1,HOF
Sad reality..  #doctorsstrike #DoctorsFightBack #Savethedoctors #SaveBengal #SaveBengalSaveDemocracy   @narendramodi @drharshvardhan https://t.co/FvCOmuC8ma,1,HOF
"@realDonaldTrump #fucktrump #trump2020 #realdonaldtrump  MORE TARIFFS, DOG VOMIT DON,    TARIFFS TARIFFS THE MUSICAL FRUIT, THE MORE YA TARIFF, THE MORE YA TOOT, THE MORE YA TOOT THE BETTER YA FEEL,    TRUMPERRHOIDS WANT MORE TARIFFS AT EVERY GOD DAMNED MEAL    TARIFFS MAKE AMERICA RICH https://t.co/4CWjPYZUua",1,HOF
"Who cares if #TrumpIsATraitor. I live in the Rust Belt, work 3 jobs make $10/hour in each job, no health care but I'm fat and happy to be working. #TrumpTaxScam #2020Election #Trump #Trump2020 https://t.co/6Fp44fu9uf",1,HOF
"@DonaldJTrumpJr @realDonaldTrump Yeh, your dad is a CARTOON!    #TrumpIsATraitor   #TrumpCrimeFamilyMustGo",1,HOF
@realDonaldTrump @FoxNews Wasn't your grandparent a draft dodger &amp; 'undocumented immigrant'? Didn't your wife lie on her application &amp; overstay it? Funny how you hate 'immigrants' who pay more in taxes &amp; work harder than you ever have or ever will.   #TrumpIsATraitor #IllegitimatePOTUS #RacistInChief https://t.co/LUB7LXpVbp,0,NOT
Norway Offers @realDonaldTrump Campaign Dirt On Pete Buttigieg: â€˜He May Be Gayâ€™ by @AllanIshacNYC https://t.co/rJ7EoSBQVD #TrumpIsATraitor #ImpeachTrumpNow,0,NOT
"@joncoopertweets My dog left something on the lawn he can have, but only if he picks it up. I wouldnâ€™t piss on him if he were on fire, so Iâ€™m definitely not going to go to all the trouble of sending it. #fucktrump #JohnMcCainDayJune14",1,HOF
#FuckTrumpðŸ’©    Trump administration signals support for uranium mining that could touch Grand Canyon https://t.co/WkRZqcT1zr,1,HOF
Our rights are only 50% of the package  The other 50% - our obligations    Those who ignore their obligations shouldn't enjoy equal rights with functional members of society    #Trump #TrumpIsATraitor #TrumpLiesMatter #TrumpCriminalInvestigations #ResistersForum #ResistanceUnited #FBR https://t.co/4LseLMrhNh,1,HOF
@KNX1070 I hope they eat her alive. She is guilty as sin &amp; has a hell of a lot of nerve returning to the very country where she committed her infamous crime. #Murderer #MeredithKercher #KeepHer https://t.co/N5PVoVj1pP,1,HOF
Traitors and cowards.  #TrumpIsATraitor   #ImpeachTrumpNow   #ImpeachmentHearingsNow   #ImpeachDonaldTrump https://t.co/FW7KGcagU4,1,HOF
"Dear @ICC you may try removing the Army insignia from @msdhoni's Glove,  But you can not remove his love for nation from his heart!  We people of India are with Dhoni always â¤ðŸ‡®ðŸ‡³ #IndiaWithDhoni  #DhoniKeepsTheGlove #BalidanBadge https://t.co/WKomUqUBK3",1,HOF
@NSoames @BorisJohnson He can do a speech about sheep and sharks though #BorisJohnsonShouldNotBePM,1,HOF
and youâ€™re too busy checking up on what Blues fans are doing #dickhead #obsessed https://t.co/Gzl170MMlz,1,HOF
No-deal 'would threaten the very future of the UK' says Welsh Government Brexit Minister https://t.co/umfrVmgkLx  #BorisJohnsonShouldNotBePM   #StopBrexit,1,HOF
"This #doctor are give resignation but they don't stop the service, in government hospital not in a private clinic or Nursing Home.    #DoctorsFightBack #DoctorsProtest #DidiVsDoctors #DoctorsStrike #DoctorsUnderOppression #DidiDividesIndia https://t.co/HwYy5mZ3QA",1,HOF
Shame shame shame.. #ShameOnICC,1,HOF
"Happy Birthday Cadet Bone Spur, I hope you choke on your cake.  Signed all of CANADA #JohnMcCainDay #TraitorTrump #ProudCanadian #ImpeachTrumpNow #fuckTrump https://t.co/6G5KXZtEyo",1,HOF
@BorisJohnson Too busy (scared) to join the debate tonight Boris? Or did your handlers simply forbid it??? #c4debate    #whereisboris #BackBoris #BorisJohnsonShouldNotBePM https://t.co/Bhn1onrxbo,1,HOF
I'm glad OJ is on Twitter. He will be able to know what it feels like to be annihilated on social media. His ego will not take it. I bet he'll be gone in under 6 months. #Murderer #Abuser #CancelOJSimpson #BoyBye âœŒðŸ–• https://t.co/X0ZZcTObsW,1,HOF
Q: When will it rain money for @ICC?  A: When there is 'change' in the weather.  â›ˆï¸â›ˆï¸â˜”â›ˆï¸â›ˆï¸  #INDvsPAK #INDvsNZ #ShameOnICC #CWC19 #CricketWorldCup19 #RainStopsMatch #rainyworldcup https://t.co/fgIcB5uV6E,1,HOF
"This is how TMC MP of Murshidabad of #Bengal has openly issued rape threats to the lady doctors.#DoctorsFightBack,#MamataLosingControl,#IndiaFirst, #TeamIndiaFirst https://t.co/tnrfQlGMtj",1,HOF
"@RossThomson_MP @BorisJohnson I wouldnâ€™t trust Boris Johnson to put a lead on a dog, let alone lead the nation #dickhead https://t.co/fynPnIu8PM",1,HOF
